Entry	Entry Name	Protein names	Gene Names (synonym)	Gene Names (primary)
H0YES5	H0YES5_HUMAN	HBS1-like protein	NA	HBS1L
H0YES6	H0YES6_HUMAN	Serine/threonine-protein kinase BRSK2	NA	BRSK2
H0YES7	H0YES7_HUMAN	Uncharacterized protein CCDC198	NA	CCDC198
H0YES8	H0YES8_HUMAN	40S ribosomal protein S3	NA	RPS3
H0YES9	H0YES9_HUMAN	ATP-sensitive inward rectifier potassium channel 11	NA	KCNJ11
H0YET0	H0YET0_HUMAN	Tetratricopeptide repeat protein 23	NA	TTC23
H0YET1	H0YET1_HUMAN	Liprin-beta-2	NA	PPFIBP2
H0YET2	H0YET2_HUMAN	CD59 glycoprotein	NA	NA
H0YET3	H0YET3_HUMAN	Protein NPAT	NA	NPAT
H0YET4	H0YET4_HUMAN	Polycystic kidney disease 2-like 1 protein	NA	PKD2L1
H0YET5	H0YET5_HUMAN	EGF-containing fibulin-like extracellular matrix protein 2	NA	EFEMP2
H0YET8	H0YET8_HUMAN	BRCA2-interacting transcriptional repressor EMSY	NA	EMSY
H0YET9	H0YET9_HUMAN	Beta-arrestin-1	NA	ARRB1
H0YEU0	H0YEU0_HUMAN	EGF-containing fibulin-like extracellular matrix protein 2	NA	EFEMP2
H0YEU1	H0YEU1_HUMAN	CD44 antigen	NA	CD44
H0YEU3	H0YEU3_HUMAN	Forkhead-associated domain-containing protein 1	NA	FHAD1
H0YEU4	H0YEU4_HUMAN	Histone-lysine N-methyltransferase 2A (Myeloid/lymphoid or mixed-lineage leukemia (Trithorax homolog, Drosophila), isoform CRA_b)	MLL	KMT2A
H0YEU5	H0YEU5_HUMAN	Histone-binding protein RBBP4	NA	RBBP4
H0YEU7	H0YEU7_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 1	NA	CREB3L1
H0YEU8	H0YEU8_HUMAN	Sterol carrier protein 2	NA	SCP2
H0YEU9	H0YEU9_HUMAN	XK-related protein	NA	XKR6
H0YEV0	H0YEV0_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 3	NA	PPP6R3
H0YEV1	H0YEV1_HUMAN	Transmembrane protein 179B	NA	TMEM179B
H0YEV2	H0YEV2_HUMAN	Src substrate cortactin	NA	CTTN
H0YEV4	H0YEV4_HUMAN	Repressor of RNA polymerase III transcription MAF1 homolog	NA	MAF1
H0YEV5	H0YEV5_HUMAN	Secretion-regulating guanine nucleotide exchange factor	NA	SERGEF
H0YEV6	H0YEV6_HUMAN	Low-density lipoprotein receptor-related protein 8	NA	LRP8
H0YEV7	H0YEV7_HUMAN	Dihydropyrimidinase	NA	DPYS
H0YEV8	H0YEV8_HUMAN	Synaptojanin-2	NA	SYNJ2
H0YEW0	H0YEW0_HUMAN	Syntaxin-16	NA	STX16
H0YEW1	H0YEW1_HUMAN	Leucine-rich repeat serine/threonine-protein kinase 1	NA	LRRK1
H0YEW2	H0YEW2_HUMAN	Membrane-spanning 4-domains subfamily A member 6E	NA	MS4A6E
H0YEW3	H0YEW3_HUMAN	Eukaryotic translation initiation factor 4 gamma 2	NA	EIF4G2
H0YEW4	H0YEW4_HUMAN	ATP synthase mitochondrial F1 complex assembly factor 1	NA	ATPAF1
H0YEW5	H0YEW5_HUMAN	AT-rich interactive domain-containing protein 1A	NA	ARID1A
H0YEW6	H0YEW6_HUMAN	Myomegalin	NA	PDE4DIP
H0YEW8	H0YEW8_HUMAN	Olfactomedin-like protein 2B	NA	OLFML2B
H0YEW9	H0YEW9_HUMAN	Protein XNDC1N	NA	XNDC1N
H0YEX0	H0YEX0_HUMAN	Remodeling and spacing factor 1	NA	RSF1
H0YEX1	H0YEX1_HUMAN	Cytoplasmic dynein 2 heavy chain 1	NA	DYNC2H1
H0YEX2	H0YEX2_HUMAN	Transcription initiation factor TFIID subunit 2	NA	TAF2
H0YEX3	H0YEX3_HUMAN	Protein TESPA1	NA	TESPA1
H0YEX5	H0YEX5_HUMAN	Splicing factor 3B subunit 2	NA	SF3B2
H0YEX6	H0YEX6_HUMAN	Mitogen-activated protein kinase 3	NA	MAPK3
H0YEX7	H0YEX7_HUMAN	DNA polymerase delta subunit 3	NA	POLD3
H0YEX8	H0YEX8_HUMAN	Alpha-1,2-mannosyltransferase ALG9	NA	ALG9
H0YEX9	H0YEX9_HUMAN	Junctional adhesion molecule B	NA	JAM2
H0YEY0	H0YEY0_HUMAN	Terminal uridylyltransferase 4	NA	TUT4
H0YEY1	H0YEY1_HUMAN	Zinc finger protein 692	NA	ZNF692
H0YEY2	H0YEY2_HUMAN	Zinc finger CCCH domain-containing protein 3	NA	ZC3H3
H0YEY4	H0YEY4_HUMAN	ADP-sugar pyrophosphatase	NA	NUDT5
H0YEY5	H0YEY5_HUMAN	Plakophilin-3	NA	PKP3
H0YEY7	H0YEY7_HUMAN	Kinetochore scaffold 1	NA	KNL1
H0YEY8	H0YEY8_HUMAN	Phosphatidylinositol-binding clathrin assembly protein	NA	PICALM
H0YEZ1	H0YEZ1_HUMAN	Adenylate kinase isoenzyme 5	NA	AK5
H0YEZ3	H0YEZ3_HUMAN	Tubulin polymerization-promoting protein family member 2	NA	TPPP2
H0YEZ4	H0YEZ4_HUMAN	Leucine-rich repeat-containing protein 34	NA	LRRC34
H0YEZ5	H0YEZ5_HUMAN	Leucine-rich repeat and IQ domain-containing protein 1	NA	LRRIQ1
H0YEZ6	H0YEZ6_HUMAN	Mucin-6	NA	MUC6
H0YEZ7	H0YEZ7_HUMAN	Serine/threonine-protein kinase 33	NA	STK33
H0YEZ8	H0YEZ8_HUMAN	E3 ubiquitin-protein ligase RNFT1	NA	RNFT1
H0YEZ9	H0YEZ9_HUMAN	Ubiquilin-1	NA	UBQLN1
H0YF00	H0YF00_HUMAN	Bcl-2-associated transcription factor 1	NA	BCLAF1
H0YF05	H0YF05_HUMAN	GTP-binding protein 2	NA	GTPBP2
H0YF06	H0YF06_HUMAN	Coiled-coil domain-containing protein 90B, mitochondrial	NA	CCDC90B
H0YF08	H0YF08_HUMAN	CD44 antigen	NA	CD44
H0YF09	H0YF09_HUMAN	TRAF3-interacting JNK-activating modulator	NA	TRAF3IP3
H0YF10	H0YF10_HUMAN	Histone-binding protein RBBP4	NA	RBBP4
H0YF11	H0YF11_HUMAN	MSH5-SAPCD1 readthrough (NMD candidate)	NA	MSH5-SAPCD1
H0YF12	H0YF12_HUMAN	Tyrosine-protein phosphatase non-receptor type 11	NA	PTPN11
H0YF13	H0YF13_HUMAN	Centrosomal protein of 126 kDa	NA	CEP126
H0YF15	H0YF15_HUMAN	Liprin-alpha-1	NA	PPFIA1
H0YF17	H0YF17_HUMAN	Phospholipase DDHD2	NA	DDHD2
H0YF18	H0YF18_HUMAN	Target of Nesh-SH3	NA	ABI3BP
H0YF19	H0YF19_HUMAN	Protein BCAP	NA	ODF2L
H0YF21	H0YF21_HUMAN	MAP7 domain-containing protein 1	NA	MAP7D1
H0YF22	H0YF22_HUMAN	REST corepressor 3	NA	RCOR3
H0YF23	H0YF23_HUMAN	60S ribosomal protein L8	NA	RPL8
H0YF24	H0YF24_HUMAN	Vitamin K epoxide reductase complex subunit 1	NA	VKORC1
H0YF25	H0YF25_HUMAN	Glutamine amidotransferase-like class 1 domain-containing protein 1	NA	GATD1
H0YF26	H0YF26_HUMAN	Transcription elongation factor A N-terminal and central domain-containing protein	NA	TCEANC
H0YF27	H0YF27_HUMAN	Tripartite motif-containing protein 29	NA	TRIM29
H0YF28	H0YF28_HUMAN	Terminal uridylyltransferase 4	NA	TUT4
H0YF29	H0YF29_HUMAN	UPF0598 protein C8orf82	NA	C8orf82
H0YF30	H0YF30_HUMAN	Phospholipase DDHD2	NA	DDHD2
H0YF32	H0YF32_HUMAN	40S ribosomal protein S3	NA	RPS3
H0YF35	H0YF35_HUMAN	Mth938 domain-containing protein	NA	AAMDC
H0YF36	H0YF36_HUMAN	Nuclear pore complex protein Nup214	NA	NUP214
H0YF37	H0YF37_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 2	NA	EPS8L2
H0YF39	H0YF39_HUMAN	Sperm-associated antigen 11B	NA	SPAG11B
H0YF40	H0YF40_HUMAN	2-aminomuconic semialdehyde dehydrogenase	NA	ALDH8A1
H0YF42	H0YF42_HUMAN	Probable sodium-coupled neutral amino acid transporter 6	NA	SLC38A6
H0YF43	H0YF43_HUMAN	Autophagy-related protein 13	NA	ATG13
H0YF44	H0YF44_HUMAN	N-acetyl-D-glucosamine kinase	NA	NAGK
H0YF45	H0YF45_HUMAN	ADP-ribosylation factor GTPase-activating protein 2	NA	ARFGAP2
H0YF46	H0YF46_HUMAN	SPOC domain-containing protein 1	NA	SPOCD1
H0YF48	H0YF48_HUMAN	Alpha-1,2-mannosyltransferase ALG9	NA	ALG9
H0YF49	H0YF49_HUMAN	E3 ubiquitin-protein ligase COP1	NA	COP1
H0YF50	H0YF50_HUMAN	S-adenosylmethionine mitochondrial carrier protein	NA	SLC25A26
H0YF51	H0YF51_HUMAN	ATP-binding cassette sub-family C member 8	NA	ABCC8
H0YF52	H0YF52_HUMAN	Tripartite motif-containing protein 66	NA	TRIM66
H0YF53	H0YF53_HUMAN	Nucleotide-binding oligomerization domain-containing protein 2	NA	NOD2
H0YF54	H0YF54_HUMAN	von Willebrand factor A domain-containing protein 3B	NA	VWA3B
H0YF55	H0YF55_HUMAN	Serine/threonine-protein kinase PAK 1	NA	PAK1
H0YF56	H0YF56_HUMAN	Phosphofurin acidic cluster sorting protein 1	NA	PACS1
H0YF57	H0YF57_HUMAN	Target of Nesh-SH3	NA	ABI3BP
H0YF58	H0YF58_HUMAN	Phospholipid-transporting ATPase ABCA7	NA	ABCA7
H0YF59	H0YF59_HUMAN	Nuclear pore complex-interacting protein family member A9	NA	NPIPA9
H0YF61	H0YF61_HUMAN	Sterol carrier protein 2	NA	SCP2
H0YF62	H0YF62_HUMAN	DC-STAMP domain-containing protein 2	NA	DCST2
H0YF64	H0YF64_HUMAN	Calcipressin-3	NA	RCAN3
H0YF65	H0YF65_HUMAN	Fibrocystin-L	NA	PKHD1L1
H0YF66	H0YF66_HUMAN	Oligoribonuclease, mitochondrial	NA	REXO2
H0YF68	H0YF68_HUMAN	Serine/threonine-protein kinase TAO3	NA	TAOK3
H0YF69	H0YF69_HUMAN	RING finger protein 10	NA	RNF10
H0YF70	H0YF70_HUMAN	P2X purinoceptor 4	NA	P2RX4
H0YF72	H0YF72_HUMAN	Protein Atg16l2	NA	ATG16L2
H0YF75	H0YF75_HUMAN	GTP-binding protein 1	NA	GTPBP1
H0YF77	H0YF77_HUMAN	Probable C-mannosyltransferase DPY19L2	NA	DPY19L2
H0YF78	H0YF78_HUMAN	Intermembrane lipid transfer protein VPS13A	NA	VPS13A
H0YF81	H0YF81_HUMAN	Serine/threonine-protein kinase WNK1	NA	WNK1
H0YF82	H0YF82_HUMAN	Protein phosphatase 1 regulatory subunit 32	NA	PPP1R32
H0YF87	H0YF87_HUMAN	Complement C1r subcomponent-like protein	NA	C1RL
H0YF88	H0YF88_HUMAN	Protein NLRC5	NA	NLRC5
H0YF90	H0YF90_HUMAN	Cation-dependent mannose-6-phosphate receptor	NA	M6PR
H0YF91	H0YF91_HUMAN	Hydrocephalus-inducing protein homolog	NA	HYDIN
H0YF92	H0YF92_HUMAN	Putative sodium-coupled neutral amino acid transporter 10	NA	SLC38A10
H0YF96	H0YF96_HUMAN	Multiple PDZ domain protein	NA	MPDZ
H0YFA0	H0YFA0_HUMAN	Ubiquitin carboxyl-terminal hydrolase 28	NA	USP28
H0YFA1	H0YFA1_HUMAN	Protein FAM186A	NA	FAM186A
H0YFA3	H0YFA3_HUMAN	Activating transcription factor 7-interacting protein 1	NA	ATF7IP
H0YFA4	H0YFA4_HUMAN	Cysteine-rich protein 2	NA	CRIP2
H0YFA9	H0YFA9_HUMAN	N-acetylglucosamine-6-sulfatase	NA	GNS
H0YFB1	H0YFB1_HUMAN	Plakophilin-4	NA	PKP4
H0YFB2	H0YFB2_HUMAN	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	NA	SLC25A12
H0YFB3	H0YFB3_HUMAN	Transmembrane protein 132A	NA	TMEM132A
H0YFB4	H0YFB4_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	NA	INPPL1
H0YFB7	H0YFB7_HUMAN	Protein quaking	NA	QKI
H0YFB8	H0YFB8_HUMAN	Natural killer cells antigen CD94	NA	KLRD1
H0YFB9	H0YFB9_HUMAN	Noelin	NA	OLFM1
H0YFC1	H0YFC1_HUMAN	Solute carrier family 15 member 3	NA	SLC15A3
H0YFC3	H0YFC3_HUMAN	Protein Atg16l2	NA	ATG16L2
H0YFC4	H0YFC4_HUMAN	C2 domain-containing protein 5	NA	C2CD5
H0YFC5	H0YFC5_HUMAN	Dedicator of cytokinesis protein 10	NA	DOCK10
H0YFD1	H0YFD1_HUMAN	28S ribosomal protein S35, mitochondrial	NA	MRPS35
H0YFD2	H0YFD2_HUMAN	Protein KRI1 homolog	NA	KRI1
H0YFD4	H0YFD4_HUMAN	Guanine nucleotide exchange factor subunit RIC1	NA	RIC1
H0YFD5	H0YFD5_HUMAN	(Lyso)-N-acylphosphatidylethanolamine lipase	NA	ABHD4
H0YFD7	H0YFD7_HUMAN	Ubiquitin carboxyl-terminal hydrolase 28	NA	USP28
H0YFD8	H0YFD8_HUMAN	Alpha-adducin	NA	ADD1
H0YFE1	H0YFE1_HUMAN	Protoporphyrinogen oxidase	NA	PPOX
H0YFE3	H0YFE3_HUMAN	Lamin tail domain-containing protein 1	NA	LMNTD1
H0YFE4	H0YFE4_HUMAN	Liprin-beta-1	NA	PPFIBP1
H0YFE5	H0YFE5_HUMAN	Acylamino-acid-releasing enzyme	NA	APEH
H0YFE6	H0YFE6_HUMAN	Scavenger receptor cysteine-rich type 1 protein M160	NA	CD163L1
H0YFE8	H0YFE8_HUMAN	Parkin coregulated gene protein	NA	PACRG
H0YFE9	H0YFE9_HUMAN	C2 domain-containing protein 5	NA	C2CD5
H0YFF0	H0YFF0_HUMAN	Probable cysteine--tRNA ligase, mitochondrial	NA	CARS2
H0YFF3	H0YFF3_HUMAN	START domain-containing protein 10	NA	STARD10
H0YFF4	H0YFF4_HUMAN	Uncharacterized protein KIAA2026	NA	KIAA2026
H0YFF9	H0YFF9_HUMAN	Transcriptional enhancer factor TEF-3	NA	TEAD4
H0YFG0	H0YFG0_HUMAN	Protein Atg16l2	NA	ATG16L2
H0YFG1	H0YFG1_HUMAN	Epidermal growth factor receptor kinase substrate 8	NA	EPS8
H0YFG2	H0YFG2_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP4	NA	FKBP4
H0YFG4	H0YFG4_HUMAN	Protein NLRC5	NA	NLRC5
H0YFG6	H0YFG6_HUMAN	VPS35 endosomal protein-sorting factor-like	NA	VPS35L
H0YFG9	H0YFG9_HUMAN	Mitochondrial import receptor subunit TOM5 homolog	NA	TOMM5
H0YFH0	H0YFH0_HUMAN	NF-kappa-B inhibitor beta	NA	NFKBIB
H0YFH1	H0YFH1_HUMAN	Alpha-2-macroglobulin	NA	A2M
H0YFH5	H0YFH5_HUMAN	Lamin tail domain-containing protein 1	NA	LMNTD1
H0YFH6	H0YFH6_HUMAN	C-type lectin domain family 4 member C	NA	CLEC4C
H0YFI4	H0YFI4_HUMAN	Dual-specificity tyrosine-phosphorylation-regulated kinase 4	NA	DYRK4
H0YFI5	H0YFI5_HUMAN	EF-hand calcium-binding domain-containing protein 4B	NA	CRACR2A
H0YFI7	H0YFI7_HUMAN	General transcription factor 3C polypeptide 3	NA	GTF3C3
H0YFI8	H0YFI8_HUMAN	Proline and serine-rich protein 3	NA	PROSER3
H0YFJ5	H0YFJ5_HUMAN	Ras-related protein Rab-40B	NA	RAB40B
H0YFJ7	H0YFJ7_HUMAN	Cell division cycle and apoptosis regulator protein 1	NA	CCAR1
H0YFJ9	H0YFJ9_HUMAN	Complement C1r subcomponent-like protein	NA	C1RL
H0YFK0	H0YFK0_HUMAN	Transcriptional enhancer factor TEF-3	NA	TEAD4
H0YFK4	H0YFK4_HUMAN	NKG2-C type II integral membrane protein	NA	KLRC2
H0YFK6	H0YFK6_HUMAN	RAD51-associated protein 1	NA	RAD51AP1
H0YFK7	H0YFK7_HUMAN	Wnt inhibitory factor 1	NA	WIF1
H0YFK8	H0YFK8_HUMAN	Glutamate receptor-interacting protein 1	NA	GRIP1
H0YFL0	H0YFL0_HUMAN	Cation-dependent mannose-6-phosphate receptor	NA	M6PR
H0YFL1	H0YFL1_HUMAN	cGMP-dependent 3',5'-cyclic phosphodiesterase	NA	PDE2A
H0YFL5	H0YFL5_HUMAN	Kinetochore-associated protein 1	NA	KNTC1
H0YFL6	H0YFL6_HUMAN	Integral membrane protein GPR137C	NA	GPR137C
H0YFL7	H0YFL7_HUMAN	Complement C1r subcomponent-like protein	NA	C1RL
H0YFL9	H0YFL9_HUMAN	DnaJ homolog subfamily B member 5	NA	DNAJB5
H0YFM0	H0YFM0_HUMAN	Scavenger receptor cysteine-rich type 1 protein M130	NA	CD163
H0YFM2	H0YFM2_HUMAN	Programmed cell death protein 2	NA	PDCD2
H0YFM3	H0YFM3_HUMAN	Transmembrane 7 superfamily member 3	NA	TM7SF3
H0YFM4	H0YFM4_HUMAN	KICSTOR complex protein ITFG2	NA	ITFG2
H0YFM6	H0YFM6_HUMAN	C2 domain-containing protein 3	NA	C2CD3
H0YFM8	H0YFM8_HUMAN	Adhesion G-protein-coupled receptor G6	NA	ADGRG6
H0YFM9	H0YFM9_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	NA	PIGQ
H0YFN0	H0YFN0_HUMAN	Transcription factor 19	NA	TCF19
H0YFN2	H0YFN2_HUMAN	Retinoic acid-induced protein 3	NA	GPRC5A
H0YFN4	H0YFN4_HUMAN	RIMS-binding protein 2	NA	RIMBP2
H0YFN8	H0YFN8_HUMAN	Nuclear pore complex-interacting protein family member A8	NA	NPIPA8
H0YFN9	H0YFN9_HUMAN	RING finger protein 10	NA	RNF10
H0YFP0	H0YFP0_HUMAN	Calcium-dependent secretion activator 1	NA	CADPS
H0YFP2	H0YFP2_HUMAN	WD repeat-containing protein 74	NA	WDR74
H0YFP3	H0YFP3_HUMAN	Protoporphyrinogen oxidase	NA	PPOX
H0YFP5	H0YFP5_HUMAN	Serine/threonine-protein kinase WNK1	NA	WNK1
H0YFP6	H0YFP6_HUMAN	Polyamine-modulated factor 1-binding protein 1	NA	PMFBP1
H0YFP7	H0YFP7_HUMAN	Ethanolamine kinase 1	NA	ETNK1
H0YFQ0	H0YFQ0_HUMAN	Mitochondrial uncoupling protein 2	NA	UCP2
H0YFQ1	H0YFQ1_HUMAN	Transmembrane protein 132A	NA	TMEM132A
H0YFQ2	H0YFQ2_HUMAN	Transmembrane protein 132A	NA	TMEM132A
H0YFQ9	H0YFQ9_HUMAN	RING finger protein 10	NA	RNF10
H0YFR4	H0YFR4_HUMAN	Scavenger receptor cysteine-rich type 1 protein M160	NA	CD163L1
H0YFR5	H0YFR5_HUMAN	Corticotropin-releasing factor receptor 1	NA	CRHR1
H0YFR6	H0YFR6_HUMAN	Coiled-coil domain-containing protein 91	NA	CCDC91
H0YFR9	H0YFR9_HUMAN	Splicing factor, suppressor of white-apricot homolog	NA	SFSWAP
H0YFS1	H0YFS1_HUMAN	Phospholipid-transporting ATPase IK	NA	ATP8B3
H0YFS2	H0YFS2_HUMAN	4F2 cell-surface antigen heavy chain	NA	SLC3A2
H0YFS3	H0YFS3_HUMAN	M-phase phosphoprotein 9	NA	MPHOSPH9
H0YFS7	H0YFS7_HUMAN	Sal-like protein 2	NA	SALL2
H0YFS8	H0YFS8_HUMAN	Programmed cell death protein 2	NA	PDCD2
H0YFS9	H0YFS9_HUMAN	Glycolipid transfer protein	NA	GLTP
H0YFT0	H0YFT0_HUMAN	Transmembrane 7 superfamily member 3	NA	TM7SF3
H0YFT1	H0YFT1_HUMAN	Protein NLRC5	NA	NLRC5
H0YFT3	H0YFT3_HUMAN	Protein NLRC5	NA	NLRC5
H0YFT4	H0YFT4_HUMAN	Nesprin-1	NA	SYNE1
H0YFT5	H0YFT5_HUMAN	Fermitin family homolog 3	NA	FERMT3
H0YFT6	H0YFT6_HUMAN	Seizure protein 6 homolog	NA	SEZ6
H0YFT7	H0YFT7_HUMAN	Cell division cycle and apoptosis regulator protein 1	NA	CCAR1
H0YFT9	H0YFT9_HUMAN	Ubiquitin carboxyl-terminal hydrolase 28	NA	USP28
H0YFU1	H0YFU1_HUMAN	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	NA	ST8SIA1
H0YFU3	H0YFU3_HUMAN	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	NA	MAN1B1
H0YFU5	H0YFU5_HUMAN	DNA-binding protein RFXANK	NA	RFXANK
H0YFU6	H0YFU6_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 7	NA	CMTM7
H0YFU8	H0YFU8_HUMAN	Tubby-related protein 3	NA	TULP3
H0YFU9	H0YFU9_HUMAN	Probable polypeptide N-acetylgalactosaminyltransferase 8	NA	GALNT8
H0YFV1	H0YFV1_HUMAN	Probable cysteine--tRNA ligase, mitochondrial	NA	CARS2
H0YFV2	H0YFV2_HUMAN	Cyclic AMP-responsive element-binding protein 5	NA	CREB5
H0YFV5	H0YFV5_HUMAN	rRNA N6-adenosine-methyltransferase METTL5	NA	METTL5
H0YFV6	H0YFV6_HUMAN	N6-adenosine-methyltransferase catalytic subunit	NA	METTL3
H0YFW0	H0YFW0_HUMAN	Elongator complex protein 2	NA	ELP2
H0YFW1	H0YFW1_HUMAN	Tetraspanin-19	NA	TSPAN19
H0YFW3	H0YFW3_HUMAN	Parkin coregulated gene protein	NA	PACRG
H0YFW7	H0YFW7_HUMAN	Transmembrane 7 superfamily member 3	NA	TM7SF3
H0YFW9	H0YFW9_HUMAN	Transmembrane protein 91	NA	TMEM91
H0YFX0	H0YFX0_HUMAN	Seizure protein 6 homolog	NA	SEZ6
H0YFX2	H0YFX2_HUMAN	DnaJ homolog subfamily B member 13	NA	DNAJB13
H0YFX3	H0YFX3_HUMAN	Ubiquitin carboxyl-terminal hydrolase 28	NA	USP28
H0YFX4	H0YFX4_HUMAN	4F2 cell-surface antigen heavy chain	NA	SLC3A2
H0YFX8	H0YFX8_HUMAN	5-hydroxytryptamine receptor 3B	NA	HTR3B
H0YFY1	H0YFY1_HUMAN	AT-rich interactive domain-containing protein 3A	NA	ARID3A
H0YFY2	H0YFY2_HUMAN	Radial spoke head 10 homolog B2	NA	RSPH10B2
H0YFY3	H0YFY3_HUMAN	Glutamate receptor-interacting protein 1	NA	GRIP1
H0YFY4	H0YFY4_HUMAN	High mobility group protein HMGI-C	NA	HMGA2
H0YFY6	H0YFY6_HUMAN	Nuclear mitotic apparatus protein 1	NA	NUMA1
H0YFY8	H0YFY8_HUMAN	ATP-dependent DNA helicase DDX11	NA	DDX11
H0YFY9	H0YFY9_HUMAN	Cation-dependent mannose-6-phosphate receptor	NA	M6PR
H0YFZ0	H0YFZ0_HUMAN	DNA-binding protein RFXANK	NA	RFXANK
H0YFZ1	H0YFZ1_HUMAN	Protein phosphatase 1 regulatory subunit 32	NA	PPP1R32
H0YFZ4	H0YFZ4_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	NA	INPPL1
H0YFZ5	H0YFZ5_HUMAN	Programmed cell death protein 2	NA	PDCD2
H0YFZ6	H0YFZ6_HUMAN	Multiple PDZ domain protein	NA	MPDZ
H0YFZ7	H0YFZ7_HUMAN	Protein Atg16l2	NA	ATG16L2
H0YFZ8	H0YFZ8_HUMAN	Rho guanine nucleotide exchange factor 17	NA	ARHGEF17
H0YG02	H0YG02_HUMAN	Beta-chimaerin	NA	CHN2
H0YG03	H0YG03_HUMAN	Microfibrillar-associated protein 5	NA	MFAP5
H0YG07	H0YG07_HUMAN	Malectin	NA	MLEC
H0YG09	H0YG09_HUMAN	Serine/threonine-protein kinase LATS1	NA	LATS1
H0YG10	H0YG10_HUMAN	Nucleolar GTP-binding protein 2	NA	GNL2
H0YG11	H0YG11_HUMAN	Zona pellucida sperm-binding protein 1	NA	ZP1
H0YG12	H0YG12_HUMAN	Tubby-related protein 3	NA	TULP3
H0YG13	H0YG13_HUMAN	cGMP-dependent 3',5'-cyclic phosphodiesterase	NA	PDE2A
H0YG16	H0YG16_HUMAN	Kinesin light chain 1	NA	KLC1
H0YG18	H0YG18_HUMAN	Mesothelin-like protein	NA	MSLNL
H0YG19	H0YG19_HUMAN	Alpha-adducin	NA	ADD1
H0YG25	H0YG25_HUMAN	Transcription factor ETV6	NA	ETV6
H0YG27	H0YG27_HUMAN	Tripartite motif-containing protein 65	NA	TRIM65
H0YG28	H0YG28_HUMAN	RING finger protein 10	NA	RNF10
H0YG30	H0YG30_HUMAN	Heat shock protein beta-8	NA	HSPB8
H0YG32	H0YG32_HUMAN	Protein NLRC5	NA	NLRC5
H0YG35	H0YG35_HUMAN	F-BAR and double SH3 domains protein 2	NA	FCHSD2
H0YG36	H0YG36_HUMAN	TATA box-binding protein-associated factor RNA polymerase I subunit D	NA	TAF1D
H0YG37	H0YG37_HUMAN	Oligoribonuclease, mitochondrial	NA	REXO2
H0YG38	H0YG38_HUMAN	Pre-mRNA-processing factor 40 homolog A	NA	PRPF40A
H0YG40	H0YG40_HUMAN	Solute carrier family 15 member 3	NA	SLC15A3
H0YG41	H0YG41_HUMAN	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	NA	ST8SIA1
H0YG43	H0YG43_HUMAN	Transmembrane protein 91	NA	TMEM91
H0YG44	H0YG44_HUMAN	C2 domain-containing protein 3	NA	C2CD3
H0YG45	H0YG45_HUMAN	Protein Atg16l2	NA	ATG16L2
H0YG46	H0YG46_HUMAN	M-phase phosphoprotein 9	NA	MPHOSPH9
H0YG47	H0YG47_HUMAN	Protein quaking	NA	QKI
H0YG48	H0YG48_HUMAN	Pleckstrin homology domain-containing family A member 5	NA	PLEKHA5
H0YG50	H0YG50_HUMAN	Caseinolytic peptidase B protein homolog	NA	CLPB
H0YG53	H0YG53_HUMAN	Intermembrane lipid transfer protein VPS13A	NA	VPS13A
H0YG61	H0YG61_HUMAN	Prolyl endopeptidase FAP	NA	FAP
H0YG62	H0YG62_HUMAN	Transcriptional enhancer factor TEF-3	NA	TEAD4
H0YG67	H0YG67_HUMAN	Protein Atg16l2	NA	ATG16L2
H0YG71	H0YG71_HUMAN	Heme-binding protein 1	NA	HEBP1
H0YG72	H0YG72_HUMAN	KICSTOR complex protein ITFG2	NA	ITFG2
H0YG77	H0YG77_HUMAN	Transmembrane protein 120B	NA	TMEM120B
H0YG78	H0YG78_HUMAN	POTE ankyrin domain family member H	NA	POTEH
H0YG79	H0YG79_HUMAN	Coiled-coil domain-containing protein 86	NA	CCDC86
H0YG82	H0YG82_HUMAN	28S ribosomal protein S35, mitochondrial	NA	MRPS35
H0YG84	H0YG84_HUMAN	DNA-dependent protein kinase catalytic subunit	NA	PRKDC
H0YG85	H0YG85_HUMAN	Ras association domain-containing protein 8	NA	RASSF8
H0YG86	H0YG86_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP4	NA	FKBP4
H0YG91	H0YG91_HUMAN	Protein KRI1 homolog	NA	KRI1
H0YG94	H0YG94_HUMAN	Cell adhesion molecule 1	NA	CADM1
H0YG96	H0YG96_HUMAN	Ubiquitin carboxyl-terminal hydrolase 28	NA	USP28
H0YG99	H0YG99_HUMAN	Forkhead box protein M1	NA	FOXM1
H0YGA2	H0YGA2_HUMAN	Ubiquitin-conjugating enzyme E2 D4	NA	UBE2D4
